餐廳名稱,Google Map地址,評分,評論1,評論2,評論3,評論4,評論5,Google Map網址
雲水食堂|2025台北國際牛肉麵金牌獎|臺北牛肉麵推薦|萬華牛肉麵推薦|臺北美食推薦|萬華美食推薦|艋舺美食推薦,108台灣臺北市萬華區艋舺大道120巷11弄1號,4.8,"[An-Nung Chen] (5分, 3 months ago): Great beef noodles in this lovely corner. The owner wants to replicate her fathers’ taste and this store is the result. The soup was cooked with beef bones for 9 hours; it’s favorable and surprisingly the soup gets even tastier when it’s less hot.

The side dishes are tasty and delicate. Another must try is the shrimp dumplings with sesame flavored hand-made sauce. The owner is hospitable. The place is warm and welcoming. It’s one of a kind dining experience in WanHua. Highly recommended.","[Andrew Mcilroy] (5分, 3 months ago): An excellent beef noodle - tender beef and superb soup, not thickened, just an edge of vinegar and a deep umami base…. The owner makes it all based on her dad’s recipe…. And she likes to chat! Great value and also very elegant, with a Japanese vibe - my top noodle shop!","[Tom Tuan Nguyen] (5分, 2 months ago): Small restaurant, maybe it's hard to find but it's worth if you visit the temple and walk 10min over.

You have to order at the vendor outside, and bring the receipt inside.

The owner really nice, the beef noodle soup is excellent, it's the soy base soup and very well balanced.

Recommend.","[Jacob C] (5分, 3 months ago): Delicious food and a lovely owner.
The beef noodle soup is exquisite, with beef that is incredibly tender and melts in your mouth. The broth is rich, deep, and full of flavour.

The owner is exceptionally friendly and welcoming. During my short trip to Taipei, I visited this restaurant twice, and on both occasions I was greeted with a warm smile and even offered complimentary items to accompany my meal.

I highly recommend this restaurant to anyone visiting Taipei.","[Carolyn Weng] (5分, 4 months ago): The beef noodle soup here is excellent! The beef is incredibly tender, and the broth is light yet full of flavor — not oily or heavy at all. I really like that after finishing the whole bowl, you don’t feel greasy or thirsty like with some other places. Definitely one of the best, most balanced beef noodle soups I’ve had!",https://maps.google.com/?cid=11534324939796317510&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
天天利美食坊,108台灣臺北市萬華區漢中街32巷1號,4.1,"[Sandy Y. (CameraGourmet)] (5分, a month ago): We stopped by 天天利美食坊 in the heart of Ximending, and it was already buzzing before opening time.  We noticed that they have over 8K reviews, which definitely raised our expectations, and judging by the early lineup, we were not the only ones curious.

We arrived before they opened, but there were already people patiently waiting outside.  That alone tells you how popular this spot is, especially with visitors exploring the area.

We ordered their signature dishes, including the classic 滷肉飯 lu rou fan, 蘿蔔糕 radish cake, and 蚵仔煎 oyster omelette.  Everything came out hot and freshly cooked, which we really appreciated.  Overall, the food was good and satisfying, though the crowd leaned more toward tourists than local Taiwanese diners.

That said, the flavours were solid and comforting, especially when everything is made to order.  You can tell the kitchen moves fast.

If you are exploring Ximending and want to check off a well-known spot, 天天利美食坊 is the place for you.

Food:  🍚🍚🍚🍚🍚 Must try.
Service: 👩‍🍳👩‍🍳👩‍🍳👩‍🍳
Kids: 👶👶👶👶
Presentation: 📷
Transit: 🚌🚌🚌🚌
Tips:
📝 Place and pay for your order first before you get assigned a seat.
📝 For take-out, ask the server directly since no line-up is needed.
📝 Every dish is cooked to order, so expect piping hot food.
📝 The space is small, and the wait for a seat can be long, so go with patience.
Would we return: Yes 👱‍♀️","[chu kok wee] (4分, 2 months ago): A great spot for quick and authentic Taiwanese street food right in the heart of busy Ximending. Their signature Lu Rou Fan with egg, fried oyster omelette（蚵仔煎）, and other classic dishes are well worth trying.

Despite the long queues, service is impressively fast and efficient. Prices are reasonable, portions are satisfying, and the flavors feel honest and comforting. However, the ambiance are a bit small and packed. Overall, a place one can visit if you’re in the area and want a true local food experience.","[Jolie Soesanto] (5分, 2 months ago): It's good, I eat at around 5pm and not really take a long time to go inside! There's so much option of lu rou fan, my friend said this was the best and her fav lu rou fan, but me personally there's a place even more taste delicious. Fishbowl also okeyish but not really the best fishball I ever eat.But good to try it!
The fishball is 40nt if I'm not wrong and luroufan is 70nt","[Acsahh C] (5分, 3 months ago): I finally visited 天天利美食坊 in Ximending and it absolutely lived up to the hype. The food was delicious, comforting, and full of authentic Taiwanese flavors. I ordered their signature dishes including the radish cake, 滷肉飯, 荷包蛋, and a few soups. Everything was freshly made, perfectly seasoned, and served piping hot.

Despite the crowd, the service was fast and efficient. The staff handled the long queue very well and the turnover was smooth. The atmosphere felt lively and local, exactly what you would expect from a beloved Taiwanese eatery.

This is definitely a must-visit spot in Ximending if you want tasty, affordable, no-frills Taiwanese comfort food. I would happily come back again for more.","[Bon Cam TV] (5分, 4 months ago): We tried the braised pork rice, oyster omelette, and squid soup, and more — and everything was superb! The flavors truly stand out and taste different in the best way possible. Each dish was rich, well-seasoned, and definitely not bland. It’s unlike any other store we’ve been to — the taste is simply exceptional! Highly recommended! Approved!",https://maps.google.com/?cid=5597686872059367178&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Antichi Sapori 邊緣食堂,108台灣臺北市萬華區長沙街二段127號,4.8,"[Elisa Chiu] (5分, 3 years ago): Cozy with amazing food. Only 2 tables available each night! Very intimate environment.","[John Chih-Chung Lin] (5分, 2 years ago): Amazing food and drink, thanks for the invite!
🍷🍝🦐🐟🤌🏻","[Cathy Hwang] (5分, 2 years ago): 🍝delicious food in intimate setting!","[Ryan Kelly] (5分, a year ago): Kevin’s restaurant is truly an experience.  If you visit Taipei you should come here!","[Marcus Shiue] (5分, a year ago): Good food, good wine, good place to chill with friends",https://maps.google.com/?cid=17090061933517113461&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
百宴自助餐廳,108台灣臺北市萬華區艋舺大道167號5F,4.2,"[mederlyne francisco] (4分, 5 months ago): We came with the hope for Western breakfast but there was none when we came other than the sausage which they labeled as ""exotic food"" lol idk why! This is mostly Asian good so if you're expecting for pancakes, and french toast or western breakfast, you will br disappointed. The place was nice tho.","[Blazing Panda] (5分, 2 years ago): This buffet was on the 5th floor of Caesar metro hotel. Customers get a 25% discount, which made it about 400NT.

There is a wide selection of food, from western dishes such as sunny side up eggs or French toast, to Taiwanese dishes like peanut soy milk and fried rice.

A very good selection and not a lot of people around 830am local time.

Come try :)","[E C] (4分, 7 years ago): There are a wide variety of food here, such as sashimi, seafood plates, deep fried seafood and veggies, sushi, dim sum, salad, steak, etc. Diners are able to cook their own noodles and vegetables, which is quite interesting. Perhaps, it is still new to public, there were not many people for dinners, probably less than half full of the restaurant. However, the price is reasonable though.","[He Andy] (4分, 2 years ago): The vibe is good. The beef soup you do it by yourself. The beef is so fresh. The sashimi is not fresh enough. There is a beer machine. You can use beer to drink and that is great. The caramel pineapple is very special. You can try it. I think that buffet is good.","[Chaichana Tosuwancharoen] (5分, a year ago): Excellent buffet and tasty foods. I love the fresh seafoods. Plus you can also order the pastries from the Starbucks in front of .",https://maps.google.com/?cid=12770229138334464901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
美觀園日本料理,108台灣臺北市萬華區峨眉街47號,4.1,"[Jon H] (4分, 5 months ago): Recommended this restaurant by my dad as this place has been around since 1946. The sashimi and sushi here are very generous and and the prices are super affordable. Personally, the taste of the cuisine is different from what you'd get in Japan and more of a Taiwanese spin with some sweeter notes. I love the interior as it does have nostalgic vibes and the servers are nice as well.","[Eric Yu] (5分, 4 months ago): During our visit in Taiwan. We visit them twice in our two weeks holiday. We tried their Sashimi rice bowl, their oyster dish. The sashimi was very fresh and portions were good. The cooked oyster dish was delicious and fresh as well. Very reasonable price and free miso soup with every order. Highly recommended.","[C Arroyo] (4分, 3 months ago): I don’t like to give a negative review for a place I do love to eat at. Let it be said I am fair in revisiting and seeing changes to restaurants over time. I have eaten here now four times over the last two years. The restaurant is busy attesting to their popularity in the XiMen neighborhood very near the metro. The food is tasty, and for the most part affordable, while they serve many more expensive dishes. I have found however that the sashimi I ordered, costing $NT700 ( my second time ever having it): the Toro Blue Fin Tuna Sashimi 7 piece includes thick pieces of sashimi, but two of the assortment is the fatty belly most desired sashimi and accounts for the price. It was however truly ONE PIECE SLICED TO HALF THE THICKNESS to provide you the two noted pieces of the seven in the assortment. Perhaps they are looking to higher profits or reduction of costs. It is notable that I was likewise served half a leaf is shiso with my sashimi— a dish costing over $US20 served with one leaf sliced in half and hidden under my half-cut Toro Maguro sashimi. The parallel presentation evoked a need to provide this FULL description. All other elements of my meal and experience was good and comfortable. I also had the baby abalone (under stir fry menu), conger eel nigiri was a generous whole butterfly cut of eel seven inches long! The uni nigiri sea urchin is fresh and comes with a chawan mushi steamed egg cup with clam and shrimp in it. My recommendation of the snowflake lily greens does not disappoint at $NT170 either— if they could just serve it WITH my meal vs. at the end when I literally was done with my meal and had to ask about it!
For value and variety their menu is incredible— but be warned you may be getting half-measures here. I recommend you eat here and just be aware.

In total I spent $US65 for one! I enjoy the food, but I cannot see a good place go bad… I hope this review encourages management to address changes that are noticeably reducing esteem.","[Santi Lee] (5分, a month ago): Amazing food, Otoro so good, super fast, and 10/10 service! The staff went above and beyond to help us out even with the Chinese language gap. Great experience overall","[Nel GTS] (5分, 6 months ago): Very traditional Japanese restaurant since 1946.
The portions here are huge and affordable.
Big eaters will definitely be satisfied with the portions here.
Very fresh sashimi and sushi.
Well cooked dishes.
Lots of japanese food to choose from the menu.
Loved the miso soup here.",https://maps.google.com/?cid=15057307006735912177&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
源芳刈包,108台灣臺北市萬華區華西街17-2號,4.3,"[Mano Recto] (5分, a month ago): An outstanding example of Taiwanese street food done right. The gua bao here is beautifully balanced — soft, fluffy buns paired with richly braised pork that is flavorful without being greasy. The acidity and freshness from the garnishes lift the dish perfectly.

What makes this place special is restraint. Nothing is overworked, nothing is exaggerated. It’s confident cooking rooted in tradition. Simple, direct, and incredibly satisfying. Easily one of the best gua bao experiences I’ve had, and absolutely worth a return visit.","[John Zuluaga] (4分, 2 weeks ago): Pretty nice gua bao recommended by the Michelin guide. There seems to always be a queue, so be prepared to wait. The pork was very tender and juicy, but in my opinion, it a was little bit too sweet. Nice flavors overall and decent price!","[Hogi B.] (4分, 3 months ago): Michelin awarded pork buns. The pork is so tender, the Bao has a generous filling and a fair price. The taste is very much on the sweet side, I personally would have preferred a bit more balance, just a touch more salt and also acidity from the pickles. Sadly there is no way to adjust the taste, because the only condiment available is chili. Still an excellent quality Bao for a fair price - especially if you like it sweet.","[Felicia Png] (5分, a month ago): 10/10 the best Gua Bao ever. Well balanced flavours of the pork belly in a warm fluffy bun. This place has set the bar way too high for a Gua Bao. Drooling while typing this.. it is that good.","[WanderWithSpoon] (5分, 4 months ago): Yuan Fang Gua Bao is delicious and surprisingly affordable. The pork is tender, juicy, and perfectly seasoned, paired with soft steamed buns that soak up all the flavor. It’s that perfect street-food bite — simple but satisfying. Definitely worth a stop if you’re craving authentic Taiwanese gua bao without breaking the wallet.",https://maps.google.com/?cid=7382308224376181209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
潮麵堂 花椒牛肉麵,108台灣臺北市萬華區梧州街6號1樓,4.7,"[Angiee Ng] (5分, 5 months ago): Highly recommended!! Good service and food👍","[S L] (5分, 9 months ago): Absolutely delicious beef noodles. A little hint of szechuan peppercorns in the broth makes it wonderful! They have an english menu also","[鎖螺絲] (5分, 4 months ago): The braised dishes are basically Sichuan peppercorn flavored. I personally prefer mild spicy, but even the mild version here is quite flavorful.

The meat seems to have been pan-fried, giving it a slightly charred appearance, which I thought was nice; the radish and beef tendon were also braised until very tender and thoroughly cooked.

Aside from the location, I think everything else is excellent and I highly recommend it.","[張瑞業] (5分, 4 months ago): The price is reasonable.

I highly recommend the Sichuan peppercorn beef noodles. Just one sip of the broth is satisfying, and the next few bites of noodles with a sip of broth are a perfect match. It's not overly salty at all. The radish inside is also stewed until very tender and delicious. 😋","[郭紋卉] (5分, 4 months ago): There are 3 kinds of soup, I recommend it if you like the aroma of Sichuan pepper, and the beef is quite good.",https://maps.google.com/?cid=9090064504925324051&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
老山東牛肉麵,108台灣臺北市萬華區西寧南路70號B1之15室,4,"[Pintuwadee Suebsumran] (5分, 2 weeks ago): The restaurant is located in the basement of
Wan Nian Commercial Building (萬年商業大樓) in Ximending.

It’s a bit hidden — you have to go down to the basement level. The area feels like an old-school food court, but each stall is clearly separated.

This was one of my favorite meals in Taiwan

Rich, flavorful broth, tender beef, and freshly handmade noodles. The dumplings were amazing too — especially with chili oil.

Very local, cash only, and totally worth finding.

I’m already craving it again just thinking about it.","[Michelin Eater] (5分, 3 weeks ago): A go to spot among locals for a quick, satisfying bowl of beef tendon noodles and dumplings. While they offer a variety of items, this is clearly what they’re known for; and for good reason. The sauce bar is a standout, with sour cabbage, chilli oil, fresh green onions, and soy sauce for dipping; so you can not only customize each bowl to your liking but also mix the perfect dip for your dumplings. That freedom to season everything exactly how you like it really elevates the experience. The hand-pulled noodles and dumplings are some of the most authentic and flavourful I’ve had in Taiwan. Some might find the dumplings a bit salty, but I think it perfectly complements the dumpling skin, making every bite a true flavour explosion. Easily a 5 star experience and a place I wish I could go to every day.","[Mano Recto] (5分, a month ago): Fantastic handmade noodles with excellent texture and depth of flavor. The dishes here are straightforward, but that simplicity highlights the skill behind them. The noodles are clearly the focus, and they are executed with confidence and consistency.

The atmosphere is very local and no-nonsense, and service is efficient. This is the kind of place you come back to for comfort and reliability. Honest food, done very well.","[Culinary Traveler] (5分, 2 months ago): 老山東牛肉麵is a fantastic spot for anyone who loves authentic flavors. Keep in mind that is a cash only restaurant.

The dishes are full of rich, delicious taste, and there’s a great variety on the menu to suit different preferences.

The staff is very friendly and welcoming.

The atmosphere is casual and comfortable, perfect for a satisfying meal.

Highly recommended for anyone visiting the area and craving tasty homemade noodles! 🍜✨","[elin chow] (4分, a month ago): Decided to try out the beef noodles here because a lot of people recommended this place. The place was a little hard to find as it is located at the basement of Wan Nian building. I ordered a bowl of beef noodles with only beef chunks. As soon as my order came, I took a sip of the soup and found that it didn’t have the “wow” factor. I wished it would be more robust and flavourful.
But the beef, which came in a large chunks, was delightfully tender and fall apart easily. The handmade noodles were wide and chewy, absorbing the broth very well. Portion was huge and very filling. Overall, it was a decent bowl of beef noodles, but nothing spectacular.

Service was not the best as the restaurant was very busy. I didn’t know that there is a condiment counter where I can add some preserved vegetables to my noodles because I wasn’t informed about it.",https://maps.google.com/?cid=2021455683086311662&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
小王煮瓜,108台灣臺北市萬華區華西街17之4號攤位153號,4.1,"[Mano Recto] (5分, a month ago): Wang’s Broth delivers a deeply satisfying and honest bowl of beef noodle soup. The broth is the star — clear, clean, and layered with flavor, showing patience and proper technique rather than excess seasoning. The beef was tender and well-portioned, and the noodles had good structure and bite.

There is nothing flashy here, and that’s precisely the appeal. The space is simple and functional, service is efficient, and the focus remains squarely on the food. This is comfort cooking done with confidence and consistency. I would happily return and recommend this to anyone wanting to understand why Taipei takes its beef noodles seriously.","[Andrés Felipe Pacheco Girón] (5分, 2 weeks ago): Food is absolutely fantastic. A bit on the saltier side, but delicious nonetheless.

The pork rice is fantastic, very flavorful and has a generous portion of mushrooms and pork. The tofu was also fantastic, herbal and aromatic flavor.

Would absolutely recommend to all the foreigners out there who want to try Taiwanese food! The place was filled with locals (and my local friends say it’s very good).","[May Ng] (5分, 3 weeks ago): The signature ""Black Gold"" Minced Pork Rice is amazing—rich, savory, and the glaze has a great texture.

I also highly recommend the 清湯瓜仔肉; the broth is surprisingly clear and naturally sweet, which balances the richness of the rice perfectly. Don’t skip the Braised Duck Egg—it’s much more fragrant than a regular egg and a must-order side.

Fast service and a clean spot in Wanhua. Definitely worth a visit.","[Ai Fong Lee] (5分, a month ago): Visited here on 5th Jan during my Taiwan trip. The braised pork rice and stewed pork rice are highly recommended. Very scrumptious and flavourful. There is no queue when we were there. But I heard this shop is very famous among the local and tourist. Their staffs are very friendly and service was extremely fast.","[Jim1003] (4分, a month ago): Wang’s Broth (小王煮瓜) – Taipei’s Legendary Braised Pork Belly Heritage
If you're visiting Taipei and don't stop by Huaxi Street Night Market to try Wang’s Broth, you're seriously missing out on a Michelin Bib Gourmand gem! This shop is world-famous for its “Black Gold”—braised pork with a signature deep, dark glaze and an incredibly intense flavor profile.
Must-Order Dishes:
• Stewed Pork Rice with Mushroom (香菇魯肉飯): The braised pork here is glossy and dark. The flavor is perfectly balanced—savory with a hint of sweetness, enriched by the earthy aroma of shiitake mushrooms. The pork practically melts in your mouth when eaten with their hot steamed rice.
• Stewed Pork Rice (控肉飯): For those who love thick cuts, you must order the braised pork belly. The slabs are thick, the skin is delightfully chewy, and the meat is tender without being greasy at all.",https://maps.google.com/?cid=17975734638609170553&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
艋舺熱海 海鮮餐廳,108台灣臺北市萬華區和平西路三段162號,4.1,"[Ben Lin] (4分, a year ago): Had family reunion lunch in this restaurant, 12pax for 14,500 NTD, not too expensive while the portion of each dish is big enough, mainly seafood.
Parking is a big challenge in this area as we are not familiar with its location but not too far, there is a parking tower built by Caesar hotel within walking distance
Deco of this restaurant is quite unique, feel like eating in our own living room at home.
Recommended !!","[Louis Ching] (5分, 2 years ago): The Best dinner I have for the 7 days in Taipei, they are quite unique, they don't really let you pick the menu, they just ask for you budget per head (ranging from NT900, NT1,200, NT1,500 or NT1,800).
We took the NT1,500 package for 7 people, and every dish is awesome, fresh, tasty, beautifully plated, variety. The ambience is comfy, the staffs are helpful and attentive.
Surely will be here again if I visit Taipei. This is my new ""MUST GO"" place.","[Trang Nguyen] (5分, 5 years ago): There’s no fix menu and the ingredients are so fresh. The restaurant is so loved by the locals that they are fully book for CNY 2022 new year eve’s day!!! That’s crazy. The place is small and cosy.","[Jaeyun Joung] (5分, 7 months ago): Very good cooking! First time tasted Aloe as desert. Review by KTinVAN","[Tetsu莊明哲] (4分, 2 years ago): Old fashion feeling restaurant in the small alley.
The food is good and the facility is most likely as a home feeling.",https://maps.google.com/?cid=3099117116418148485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
珍寶園餐廳,108台灣臺北市萬華區環河南路二段308號,4.1,"[Doreen Leong] (4分, 11 months ago): Tasty and good value. Worth a visit for local Taiwanese food.","[Tim Hetherington] (5分, a year ago): Wonderful cold chicken, sweet $ sour fish and fresh vegetables. Delicious tea made by grandpa! They called someone to help as we speak no Chinese","[Andrew Wang] (4分, 8 years ago): The food served here are pretty good and authentic, although there still room for improvement in terms of dining environment and service.","[William Yao] (4分, a month ago): 4.2 stars 🌟 A long-established local restaurant. Although there aren't many competitors nearby, the food here is better than I expected! The shrimp and vermicelli casserole was particularly impressive. The shrimp were large, and the wide, flat, translucent vermicelli was cooked to perfection. The slightly spicy kick and smooth texture were addictive!","[翁儀庭] (5分, 3 months ago): Every dish was delicious!

Starting with the refreshing appetizer, the ""Japanese-style Dragon King Feast,"" the large, plump pieces of steamed lobster meat were perfectly complemented by a Japanese-style salad of purple onions, okra, and yam, garnished with slices of zucchini, tomato, and orange—a truly satisfying appetizer.

The Peking duck had fragrant, crispy skin. A slice of roasted duck meat, glistening, crispy skin, and a scallion were wrapped in a thin pancake. One bite, and the skin burst with juice, filling your mouth with the rich flavor of duck—simply delicious! 🤤

The soft-shell crab with crab roe was another highlight! The dipping sauce was unique, slightly spicy, and the soft ham bread paired perfectly with the freshly fried soft-shell crab—a truly satisfying bite!

The most memorable dish for me was the apple-shaped lava bun! The filling was a lightly apple-scented custard lava cake, and the exterior looked exactly like a real apple—it was truly a ""steamed"" apple! 😆

Finally, of course, we finished off with delicious fruit! Taiwanese mini watermelon, thin-skinned and plump oranges, and perfectly washed purple grapes.

The waitress was incredibly friendly and fun! 🤣

We were very lucky that there was a temple fair parade outside during our gathering that day—a truly lively and wonderful day. We chose a great date! 😊",https://maps.google.com/?cid=123816223146841717&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
兩喜號 Liang Xi Hao - 西園店,108台灣臺北市萬華區西園路一段194號,4.1,"[Christopher Lee] (4分, 2 weeks ago): Liang Xi Hao literally means “a house of double happiness.”🇹

After the two women made their wishes at Longshan Temple,
this was the very first place we stepped into among the nearby eateries.

'Squid Thick Soup' wasn’t exactly to my taste, to be honest.

But 'Braised Milkfish Belly' gave me, a devoted lover of fish, a quiet kind of delight. 😍
Its flavor was delicate yet rich, with a subtle oiliness that made it unexpectedly appealing.

We dined on the second floor. The space was calm and tidy, pleasantly removed from the noise of the busy street below. That slight distance from the crowd made it even more enjoyable.

And the prices were kind. Truly excellent value for money.

So naturally, it earns a high rating from me. 😄","[Hartono] (4分, a month ago): This restaurant is small and doesn’t provide dedicated car parking. The noodles are soft, with a clear yet rich and thick broth. The fried pork and cuttlefish are tasty, tender, and full of flavor. The fried noodles, in my opinion, are okay but nothing special. We also ordered fish crackers—it’s better to ask for them to be served without being soaked in the soup. Overall, the service is good and fast.","[Gencode Ladplakao] (5分, 3 months ago): I like the thick soup with rice. The stir fried noodle is interesting. The veggie stir fry is good and nice. Waitress is very nice to us as she explained how each sauce supposed to be used. Food is hot and clean. Nice price.","[Stuart Gibson] (5分, 3 months ago): Loved this place from our recent trip. I liked the rice and braised pork (which I believe is a more traditional Taiwanese meal). The servings were a good size and never left the place feeling hungry. Super priced as well with very rapid service","[Emily Chua] (4分, 4 months ago): Food portion is small.

The beehoon soup taste like taiwan orh ah mee sua plus singapore lormee. They have chili which makes the whole soup a more umami taste.

The place is very small but the turnover is very fast",https://maps.google.com/?cid=13405438772403968192&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
燒杯咖啡藝廚 Beaker ChefCafe /寵物友善/寵物店長/融合料理 / 貝果/沙拉-萬華人氣咖啡廳|必吃簡餐|網美下午茶 外帶輕食l融合料理|網美咖啡廳/手作/咖啡燒杯/餐廳/午餐/晚餐,108台灣臺北市萬華區西園路一段240號,4.3,"[Stanford Chung] (3分, 2 months ago): This café had some fun Americano twists, so curiosity won. Tried the Plum Sparkling Americano and the Ice Cream Americano. The plum version was interesting—the fruit completely takes the lead, tasting more like a refreshing plum juice with just a hint of coffee. Not bad at all, just not the pick if you’re craving a strong coffee-forward drink.","[Helena Åström] (4分, 4 months ago): Nice selection of drinks, i recommend the Sicillian coffee! Also had Dutch mini pancakes which were nice.","[JustLinahere] (3分, 8 years ago): Their space is nicely decorated with a mix of tables and lounge type chairs. I had black coffee and butter toast. They are quite good. Not a quiet atmosphere though, everybody's talking loudly. I think this place is good for parties, good for get together. Restroom is inside. The service was okay. I didn't see many staffs there, so you have to wait a bit for your order.","[Gourment Delligatti] (4分, 3 years ago): If you want a place while raining, this is the place to drink better coffee than 7-11 ☕️","[Erik Cerenius] (5分, 2 months ago): Very good coffee, a bit pricey but really worth it!",https://maps.google.com/?cid=1990088016247855861&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
金獅樓,108台灣臺北市萬華區西寧南路36號10樓,3.8,"[Vannessa Adrienne] (3分, 3 weeks ago): The food was decent, but quite overpriced for the overall experience. Service was slow and not very professional, which made the visit less enjoyable. The ordering system was also confusing — we had to queue ourselves just to get the 蘿蔔糕 and 腸粉, which felt inconvenient and poorly organized. The restaurant feels old, and cleanliness needs improvement; the floor was sticky and the overall hygiene was below expectations. With better management, improved service, and attention to cleanliness, this place could offer a much better dining experience.","[Kate Shao] (4分, 6 months ago): Golden Lion was a classic dim sum spot in Ximending with an old-school 80s vibe and even a live fish tank at the entrance. The pushcart service made the experience fun and nostalgic.

1. The roast suckling pig and duck were tasty but salty.
2. The five-flavor squid and shrimp rice rolls were surprisingly fresh and delicious.
3. The BBQ pork buns were a letdown—too fatty and already cold.
4. The sesame balls were my absolute favorite—crispy on the outside and soft and chewy inside. I could have easily finished a whole plate by myself!

A bit pricey at over NT$2,000 for two. No prices on the bill, so we ordered too much without realizing. Still, overall, I enjoyed the food, service, and atmosphere, and I would come back again.","[Chris SG] (5分, a year ago): very authentic experience - the order amidst the chaos! Definitely an experience to behold as you watch with expectant eyes while the dim sum trolleys come rolling around. Food wise it was ok, not the finest but definitely the atmosphere made up for it. It may seem a little dinghy and unkempt, but I think that's what makes the experience such a mix of nostalgia and amazement that the establishment has been long running since forever. 🤗","[EATOUT Place to Eat! Place to Go!] (4分, 4 months ago): Food is great but not many choice  friendly staff old school vibe","[Karen Montina] (2分, 2 months ago): The place was crowded, which is a good sign, the servers were also plenty nice and helpful. There were just too many dishes that didn't look appetizing. Out of ten dishes, one was appealing, the others were room temperature when they should have been hot or cold, or they were not seasoned, or the texture was off. It could have been the lighting, or the impression left by the old building, or I'm spoiled by the exceptional dim sum place I go to back home.",https://maps.google.com/?cid=14297176038969776726&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
職人丼深夜食堂 萬華店,108台灣臺北市萬華區東園街35巷12號,4.6,"[阿明] (4分, 3 months ago): The food and service were average, and the space was rather small. The restaurant seems to primarily focus on delivery orders. There's no restroom inside, which is something that could be improved.

The chicken and pork chops were decent, nothing special. I wouldn't recommend the crispy chicken! It's mostly skin; there's very little meat inside – a disappointment!

I wouldn't recommend the shrimp patties either; they were too soft and didn't seem very fresh. The golden kimchi was good! A small plate costs 40 yuan, so the price is subjective.

Overall, I think if you live nearby, you can check it out, but don't bother making a special trip to the restaurant!

Ordering two main dishes, a small shrimp patty, two hash browns, and a small plate of kimchi totaled 400 yuan, which is acceptable.","[柏諺] (5分, 3 months ago): Affordable, generous portions, and simple, unpretentious flavors. The menu offers a wide variety of dishes, such as tonkatsu (fried pork cutlet) bowls, beef bowls, and yakiniku (grilled meat), all of a decent standard. Most importantly, it's filling, making it perfect for a quick meal after work or a late-night snack. The ambiance is clean, though not fancy, and the food is served relatively quickly. It's a great place for those who want a simple, satisfying meal without breaking the bank.","[Citynomadey] (5分, 3 months ago): The donburi (rice bowl) was delicious, and the side dishes were also quite good. It's a small shop with a relaxed atmosphere and the music isn't too loud. However, it's not open until very late; it closes around 10 PM. I recommend it though. There are parking spaces on the street or in the parking lot of the nearby school.","[nejmcid Lue] (4分, 7 months ago): We ordered takeout for lunch at work. When I went to pick it up, my colleagues had already finished theirs, and I only managed to take a picture of my own fried horse mackerel and scad donburi.

I think if the donburi I ate was a 70, the one served on-site would definitely be an 85! The seaweed was soaked with steam; however, thankfully the batter for the fried fish and horse mackerel was still quite crispy, the fish was very fresh, and the fried horse mackerel had a moderate, not unpleasant, fishy smell! The egg broth, similar to oyako-don, soaked into the rice, and even after sitting for a while, it was still very appetizing. It would probably be even better eaten on-site. The portion of rice was also quite generous!

Unanimously agreed to add it to our preferred order list!","[JL] (2分, 6 months ago): My impressions after eating there twice: The fried food was a bit too salty, and it got greasy after a while.

The cauliflower was delicious.

The curry sauce was just so-so.

The donburi rice was too dry…",https://maps.google.com/?cid=15720053289234568733&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
